4490,4490,True,4.080461025238037
4274,4274,True,4.29044771194458
3001,3001,True,4.330900430679321
4286,6632,False,4.520052433013916
3070,3069,False,3.799523115158081
43093,43093,True,4.143057107925415
3039,3045,False,4.190111398696899
3020,3039,False,4.8464415073394775
3068,33909,False,4.116032838821411
3068,3700,False,3.667898416519165
27925,27925,True,5.041433334350586
3700,85984,False,6.1932549476623535
3623,4286,False,3.7691221237182617
3004,85984,False,3.2561843395233154
3070,27925,False,4.00757360458374
85984,85984,True,3.416943311691284
3700,3700,True,4.669354200363159
3002,3002,True,5.920294284820557
3659,3623,False,4.150807619094849
85984,3794,False,4.8276238441467285
6143,6143,True,4.425471067428589
3659,3659,True,4.503154754638672
3037,3010,False,5.2055885791778564
2420,2420,True,3.870697259902954
54200,54200,True,3.187032461166382
4274,4274,True,4.277023077011108
85984,3023,False,4.254441738128662
4286,4286,True,3.2583835124969482
4286,3045,False,2.4157958030700684
3038,3039,False,4.991153240203857
3022,3700,False,5.23567008972168
3675,3298,False,3.3377580642700195
3023,3023,True,4.218793869018555
99301,3010,False,5.041796922683716
3794,3794,True,5.2424256801605225
3794,43857,False,4.3635430335998535
3068,3068,True,4.258912801742554
33909,3023,False,5.0045857429504395
3046,3003,False,4.140197992324829
3700,3700,True,4.266654968261719
14719,33909,False,4.51172399520874
41678,41678,True,4.290193557739258
41677,41677,True,4.84858250617981
4286,4286,True,4.280100107192993
43857,43857,True,3.8852243423461914
3037,3039,False,4.177995920181274
3069,43857,False,4.914314270019531
4490,3622,False,4.057775497436523
41678,41678,True,3.914949655532837
2420,2420,True,5.3921802043914795
3024,3024,True,3.4535973072052
15672,85984,False,3.206390857696533
41678,41678,True,5.372159719467163
27925,3069,False,3.4947433471679688
3623,3023,False,5.221704483032227
3004,3700,False,3.8310868740081787
3070,3070,True,4.335916042327881
3038,3002,False,2.3511180877685547
3005,43857,False,5.522587537765503
6632,27925,False,5.506011009216309
2357,3046,False,3.065321922302246
33909,33909,True,5.144243001937866
3794,4150,False,3.448592185974121
43857,43857,True,4.509453773498535
15672,3023,False,3.424046754837036
2420,3022,False,4.723067998886108
3024,3024,True,5.2903382778167725
2420,2420,True,5.406470775604248
3022,3022,True,3.691687822341919
3001,3001,True,3.0614266395568848
43093,43093,True,3.675713062286377
3063,3700,False,4.642369031906128
3039,3046,False,4.64178204536438
2780,43093,False,4.804039478302002
3040,3045,False,3.9835894107818604
3005,85984,False,3.9668033123016357
3062,3062,True,4.372561693191528
99301,99301,True,4.435930013656616
3020,3001,False,3.700995922088623
3037,3037,True,4.685137748718262
3623,3623,True,5.058308124542236
3037,3039,False,4.343170166015625
41677,6632,False,4.392527341842651
54200,3062,False,3.8274567127227783
99301,99301,True,3.6314127445220947
3659,3659,True,6.307739734649658
3040,3040,True,3.6809701919555664
3068,85984,False,2.5610196590423584
2780,2780,True,5.916510105133057
3037,3037,True,4.8645782470703125
6143,3068,False,3.780500888824463
3020,3020,True,4.178445816040039
54200,54200,True,4.9881744384765625
14719,2420,False,4.680380344390869
41677,41677,True,3.538151502609253
4274,43093,False,3.8774051666259766
33909,3022,False,3.284458875656128
43857,85984,False,2.17018723487854
3003,2357,False,2.1699864864349365
3022,33909,False,1.8862740993499756
